category,regime,model,model_slug,weighting,n,weight_sum,negative_log_score,interval_score
Sports,active,DR normal,dr_normal,equal,9674,9674.0,5.904102323808885,0.24318764087410807
Sports,active,DR-AS normal,dras_normal,equal,9674,9674.0,5.644779852151998,0.23801184586027957
Sports,active,"Beta, no hurdle",beta_no_hurdle,equal,9674,9674.0,7.316452043284483,0.2399649960310107
Sports,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,9674,9674.0,45.370690331408426,0.3566532524674588
Sports,active,MHB,mhb,equal,9674,9674.0,8.745894102792949,0.35540133664369067
Sports,active,DR normal,dr_normal,volume,9674,95145947.0,7.738514519484263,0.5292243070424322
Sports,active,DR-AS normal,dras_normal,volume,9674,95145947.0,5.195619170807075,0.5145718921878736
Sports,active,"Beta, no hurdle",beta_no_hurdle,volume,9674,95145947.0,18.14916264918289,0.524574148522436
Sports,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,9674,95145947.0,19.187336492630205,0.5417519476109812
Sports,active,MHB,mhb,volume,9674,95145947.0,18.79944488716758,0.5439062219363947
Sports,active,DR normal,dr_normal,contract_balanced,9674,212.0,20.299266230601372,0.7761042319253666
Sports,active,DR-AS normal,dras_normal,contract_balanced,9674,212.0,19.862639880181305,0.7479901058556802
Sports,active,"Beta, no hurdle",beta_no_hurdle,contract_balanced,9674,212.0,40.641071458453006,0.7772574522176042
Sports,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,9674,212.0,32.38404127118105,0.8162051072241502
Sports,active,MHB,mhb,contract_balanced,9674,212.0,28.993542050907074,0.816506420753305
All,inactive,DR normal,dr_normal,equal,842476,842476.0,1.2266667380895773,0.03488823759797128
All,inactive,DR-AS normal,dras_normal,equal,842476,842476.0,1.2518751657540408,0.03606172847747407
All,inactive,"Beta, no hurdle",beta_no_hurdle,equal,842476,842476.0,1.3309429226579044,0.036017965768113
All,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,842476,842476.0,0.22027334527758177,0.023806353044995385
All,inactive,MHB,mhb,equal,842476,842476.0,0.23528382481077273,0.024581264396128087
All,inactive,DR normal,dr_normal,volume,842476,583129988.84,1.680293645041565,0.081426752948443
All,inactive,DR-AS normal,dras_normal,volume,842476,583129988.84,2.4913511860164927,0.12165293480503955
All,inactive,"Beta, no hurdle",beta_no_hurdle,volume,842476,583129988.84,4.905277050482735,0.10844636944697436
All,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,842476,583129988.84,3.2917016724011736,0.11643837621543239
All,inactive,MHB,mhb,volume,842476,583129988.84,3.288661876259107,0.11650203496928263
All,inactive,DR normal,dr_normal,contract_balanced,842476,1404.0,2.087684474493533,0.115554582110266
All,inactive,DR-AS normal,dras_normal,contract_balanced,842476,1404.0,2.579989922362685,0.1508920368286281
All,inactive,"Beta, no hurdle",beta_no_hurdle,contract_balanced,842476,1404.0,5.783882911936214,0.14485771584204515
All,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,842476,1404.0,4.0097121992187175,0.14933404810107193
All,inactive,MHB,mhb,contract_balanced,842476,1404.0,4.008281956010999,0.15026681725025598
Economics,inactive,DR normal,dr_normal,equal,595849,595849.0,1.4576939274877976,0.042503652967001045
Economics,inactive,DR-AS normal,dras_normal,equal,595849,595849.0,1.4762031325863463,0.04370688377218815
Economics,inactive,"Beta, no hurdle",beta_no_hurdle,equal,595849,595849.0,1.5394519621494323,0.04380410414729282
Economics,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,595849,595849.0,0.24075583308456097,0.029608297384299213
Economics,inactive,MHB,mhb,equal,595849,595849.0,0.26163932819877195,0.03070212350165821
Economics,inactive,DR normal,dr_normal,volume,595849,48515706.84,2.116838194449481,0.08943848884994286
Economics,inactive,DR-AS normal,dras_normal,volume,595849,48515706.84,2.4765264905336988,0.11301169716245518
Economics,inactive,"Beta, no hurdle",beta_no_hurdle,volume,595849,48515706.84,2.621399444318601,0.10786674705887116
Economics,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,595849,48515706.84,0.795058248690962,0.10794926303819151
Economics,inactive,MHB,mhb,volume,595849,48515706.84,0.781594016313754,0.10847524396579071
Economics,inactive,DR normal,dr_normal,contract_balanced,595849,1111.0,2.0536983764781693,0.09111839349992722
Economics,inactive,DR-AS normal,dras_normal,contract_balanced,595849,1111.0,2.5881299412011995,0.13297711481489136
Economics,inactive,"Beta, no hurdle",beta_no_hurdle,contract_balanced,595849,1111.0,3.5066438762555623,0.1238214505781687
Economics,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,595849,1111.0,1.7065611613122276,0.12739904243403952
Economics,inactive,MHB,mhb,contract_balanced,595849,1111.0,1.7000619863544069,0.12849172526121583
Politics,inactive,DR normal,dr_normal,equal,4615,4615.0,1.4043269202744237,0.04027796843290978
Politics,inactive,DR-AS normal,dras_normal,equal,4615,4615.0,1.853972064267739,0.059876585478885386
Politics,inactive,"Beta, no hurdle",beta_no_hurdle,equal,4615,4615.0,1.9969401856519293,0.052728050203885914
Politics,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,4615,4615.0,0.662755119086765,0.04591752241580335
Politics,inactive,MHB,mhb,equal,4615,4615.0,0.666561434929771,0.045952368620684476
Politics,inactive,DR normal,dr_normal,volume,4615,283035883.0,1.2976793173010983,0.03629446315658583
Politics,inactive,DR-AS normal,dras_normal,volume,4615,283035883.0,2.575129405887588,0.10578131227158631
Politics,inactive,"Beta, no hurdle",beta_no_hurdle,volume,4615,283035883.0,2.4207514126211995,0.0811087639270239
Politics,inactive,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,4615,283035883.0,1.0639208994496754,0.08665117615291913
